0, 0, 2
0, 4, 9864
0, 1, 15757
0, 3, 16700
0, 2, 17880
1, 2, 1
1, 1, 1907
1, 4, 2046
1, 3, 1180
1, 0, 9660
2, 0, 1
2, 4, 7599
2, 3, 7576
2, 2, 7664
2, 1, 7587
3, 1, 1
3, 3, 22
3, 0, 7
3, 4, 35
3, 2, 10426
4, 2, 1
4, 4, 10391
4, 3, 10408
4, 0, 10400
4, 1, 28267
5, 1, 0
5, 4, 17871
5, 3, 17860
5, 0, 17849
5, 2, 33866
6, 2, 1
6, 0, 15973
6, 3, 15988
6, 1, 16030
6, 4, 16000
7, 0, 11984
7, 1, 11958
7, 3, 11960
7, 4, 1
7, 2, 11994
8, 2, 0
8, 4, 3964
8, 3, 3998
8, 0, 3990
8, 1, 15956
9, 1, 1
9, 3, 11987
9, 4, 11991
9, 0, 11987
9, 2, 27998
10, 2, 2
10, 4, 16005
10, 0, 16012
10, 3, 24008
10, 1, 27995
11, 1, 0
11, 3, 3979
11, 0, 11969
11, 2, 23998
11, 4, 11978
12, 4, 2
12, 0, 16021
12, 1, 15985
12, 3, 16024
12, 2, 4008
13, 2, 0
13, 1, 11960
13, 0, 11954
13, 4, 22637
13, 3, 35955
14, 3, 2
14, 0, 24013
14, 2, 24078
14, 4, 13351
14, 1, 24018
15, 1, 1
15, 4, 25
15, 2, 3953
15, 3, 13852
15, 0, 15947
16, 0, 0
16, 1, 11985
16, 3, 2149
16, 2, 16295
16, 4, 26146
17, 4, 1
17, 2, 9828
17, 3, 14120
17, 1, 14136
17, 0, 30708
18, 0, 1
18, 2, 16552
18, 3, 16519
18, 1, 16507
18, 4, 29790
19, 4, 0
19, 2, 13191
19, 3, 13205
19, 1, 13179
19, 0, 25213
20, 0, 1
20, 3, 11987
20, 1, 11961
20, 2, 11975
20, 4, 23989
21, 4, 0
21, 2, 11950
21, 3, 11959
21, 1, 11961
21, 0, 23979
22, 0, 1
22, 1, 11978
22, 3, 11995
22, 2, 11987
22, 4, 23988
23, 4, 0
23, 2, 11960
23, 3, 11977
23, 1, 11966
23, 0, 23981
24, 0, 1
24, 2, 11970
24, 3, 11988
24, 1, 11960
24, 4, 23991
25, 4, 0
25, 2, 11991
25, 1, 11990
25, 3, 11988
25, 0, 23990
26, 0, 0
26, 2, 11994
26, 3, 11987
26, 1, 11991
26, 4, 23991
27, 4, 0
27, 1, 11985
27, 3, 11987
27, 2, 11993
27, 0, 20022
28, 0, 0
28, 2, 7998
28, 4, 8033
28, 1, 8006
28, 3, 8018
29, 3, 0
29, 2, 11966
29, 4, 11964
29, 1, 11960
29, 0, 23959
30, 0, 0
30, 2, 11990
30, 4, 11978
30, 1, 11970
30, 3, 23987
31, 3, 0
31, 1, 11985
31, 4, 11987
31, 2, 11992
31, 0, 27986
32, 0, 1
32, 1, 15977
32, 4, 15986
32, 2, 15971
32, 3, 24016
33, 3, 0
33, 4, 8008
33, 2, 8006
33, 1, 8015
33, 0, 19988
34, 0, 0
34, 2, 11959
34, 4, 11965
34, 1, 11958
34, 3, 23962
35, 3, 0
35, 0, 11991
35, 1, 11980
35, 4, 11982
35, 2, 23981
36, 2, 0
36, 4, 11981
36, 1, 11984
36, 0, 11988
36, 3, 23990
37, 3, 1
37, 1, 11994
37, 0, 11985
37, 4, 11996
37, 2, 23992
38, 2, 0
38, 0, 11987
38, 1, 11985
38, 4, 11976
38, 3, 23989
39, 3, 0
39, 4, 11962
39, 1, 11975
39, 0, 11986
39, 2, 23990
40, 2, 0
40, 0, 11979
40, 1, 11983
40, 4, 11989
40, 3, 23990
41, 3, 1
41, 0, 11994
41, 1, 11990
41, 4, 11988
41, 2, 23990
42, 2, 0
42, 0, 11987
42, 1, 11974
42, 4, 11963
42, 3, 23990
43, 3, 0
43, 4, 11975
43, 1, 11981
43, 0, 11992
43, 2, 23991
44, 2, 1
44, 0, 11986
44, 4, 12002
44, 1, 11991
44, 3, 16030
45, 3, 0
45, 1, 4017
45, 4, 4034
45, 0, 38
45, 2, 4033
46, 3, 1
46, 2, 11948
46, 1, 11948
46, 4, 11950
46, 0, 23940
47, 0, 1
47, 1, 11979
47, 4, 11965
47, 2, 11992
47, 3, 23985
48, 3, 0
48, 2, 11983
48, 4, 11991
48, 1, 11989
48, 0, 23990
49, 0, 1
49, 2, 11991
49, 4, 11987
49, 1, 18791
49, 3, 24598
50, 3, 1
50, 2, 12606
50, 4, 12599
50, 1, 5995
50, 0, 21855
51, 0, 1
51, 1, 9055
51, 4, 9231
51, 2, 9242
51, 3, 19386
52, 3, 1
52, 1, 10124
52, 4, 10108
52, 2, 10092
52, 0, 22129
53, 0, 0
53, 2, 11983
53, 4, 11984
53, 1, 12000
53, 3, 23988
54, 3, 0
54, 1, 11985
54, 4, 11987
54, 2, 11996
54, 0, 27987
55, 0, 0
55, 2, 15983
55, 1, 15990
55, 4, 15987
55, 3, 27987
56, 3, 1
56, 2, 11986
56, 4, 11974
56, 1, 11977
56, 0, 23982
57, 0, 1
57, 4, 11989
57, 1, 11987
57, 2, 11994
57, 3, 23990
58, 3, 1
58, 2, 11977
58, 1, 11980
58, 4, 11987
58, 0, 23986
59, 0, 0
59, 1, 11986
59, 4, 11983
59, 2, 11990
59, 3, 23994
60, 3, 1
60, 1, 11999
60, 4, 11996
60, 2, 11991
60, 0, 23995
61, 0, 1
61, 1, 11992
61, 3, 11995
61, 2, 11975
61, 4, 23981
62, 4, 1
62, 2, 11979
62, 1, 11994
62, 3, 11983
62, 0, 23983
63, 0, 0
63, 2, 11993
63, 1, 11992
63, 3, 11961
63, 4, 17036
64, 4, 1
64, 1, 5052
64, 2, 5059
64, 3, 5041
64, 0, 15978
65, 0, 0
65, 1, 10918
65, 3, 10907
65, 2, 10914
65, 4, 21561
66, 4, 0
66, 1, 10638
66, 3, 10625
66, 2, 10617
66, 0, 20008
67, 0, 0
67, 1, 9361
67, 3, 9345
67, 2, 9336
67, 4, 21339
68, 4, 0
68, 2, 11954
68, 3, 11961
68, 1, 11973
68, 0, 19974
69, 0, 0
69, 3, 8059
69, 1, 8055
69, 4, 8068
69, 2, 19986
70, 2, 0
70, 3, 11917
70, 4, 11908
70, 1, 11912
70, 0, 23915
71, 0, 0
71, 3, 11987
71, 1, 11977
71, 4, 11981
71, 2, 23986
72, 2, 0
72, 3, 11992
72, 1, 11986
72, 4, 11985
72, 0, 23991
73, 0, 0
73, 4, 11984
73, 1, 11986
73, 3, 12008
73, 2, 23990
74, 2, 0
74, 3, 11980
74, 1, 11987
74, 4, 11993
74, 0, 23991
75, 0, 1
75, 4, 11985
75, 1, 11987
75, 3, 11992
75, 2, 23991
76, 2, 0
76, 4, 11993
76, 1, 11987
76, 3, 11998
76, 0, 23991
77, 0, 0
77, 3, 11982
77, 1, 11988
77, 4, 11994
77, 2, 16013
78, 2, 1
78, 3, 4013
78, 1, 4008
78, 4, 4003
78, 0, 16012
79, 0, 1
79, 4, 11985
79, 1, 11986
79, 3, 11991
79, 2, 27969
80, 2, 0
80, 3, 15963
80, 4, 15973
80, 1, 15972
80, 0, 27969
81, 0, 0
81, 3, 11984
81, 1, 11966
81, 4, 11971
81, 2, 23991
82, 2, 1
82, 3, 11990
82, 1, 11990
82, 4, 11983
82, 0, 23992
83, 0, 0
83, 4, 11984
83, 1, 11986
83, 3, 11990
83, 2, 23991
84, 2, 1
84, 4, 11990
84, 1, 11988
84, 3, 11981
84, 0, 23991
85, 0, 0
85, 3, 11979
85, 1, 11988
85, 4, 11988
85, 2, 23991
86, 2, 0
86, 4, 11983
86, 1, 11988
86, 3, 11990
86, 0, 23992
87, 0, 0
87, 4, 11993
87, 3, 11986
87, 2, 11995
87, 1, 23988
88, 1, 0
88, 3, 11989
88, 2, 11984
88, 4, 11995
88, 0, 23989
89, 0, 1
89, 3, 11987
89, 2, 11972
89, 4, 12100
89, 1, 23990
90, 1, 1
90, 4, 11854
90, 2, 11988
90, 3, 11994
90, 0, 23989
91, 0, 0
91, 4, 11987
91, 2, 11987
91, 3, 11977
91, 1, 23990
92, 1, 1
92, 4, 11989
92, 2, 11989
92, 3, 11979
92, 0, 23991
93, 0, 0
93, 3, 11985
93, 2, 11987
93, 4, 12007
93, 1, 32001
94, 1, 1
94, 2, 20009
94, 4, 20000
94, 3, 20014
94, 0, 31997
95, 0, 1
95, 3, 11955
95, 4, 11972
95, 2, 11992
95, 1, 23982
96, 1, 0
96, 3, 11998
96, 2, 11989
96, 4, 20001
96, 0, 23994
97, 0, 0
97, 2, 11970
97, 3, 11988
97, 1, 23990
97, 4, 36000
98, 4, 2
98, 0, 32026
98, 2, 36398
98, 3, 43997
98, 1, 49104
99, 1, 2
99, 4, 29082
99, 0, 29094
99, 3, 17137
99, 2, 24705

